,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
5071,2011-12-05 09:00:00,4,0,1,2,14.76,18.18,87,6.0032,12,178,190
4445,2011-10-17 06:00:00,4,0,1,1,20.5,24.24,55,16.9979,7,107,114
2578,2011-06-15 08:00:00,2,0,1,1,23.78,27.275,53,8.9981,53,445,498
1085,2011-03-09 18:00:00,1,0,1,2,13.94,15.91,76,16.9979,12,176,188
3320,2011-08-08 06:00:00,3,0,1,1,28.7,32.575,65,19.0012,8,87,95
10080,2012-11-05 09:00:00,4,0,1,2,12.3,14.395,52,19.0012,18,239,257
6134,2012-02-11 20:00:00,1,0,0,2,6.56,6.06,43,36.9974,1,62,63
9950,2012-10-18 23:00:00,4,0,1,2,22.14,25.76,83,0.0,6,111,117
5541,2012-01-06 00:00:00,1,0,1,1,9.02,12.88,75,6.0032,1,24,25
4253,2011-10-09 06:00:00,4,0,0,1,18.04,21.97,88,0.0,7,14,21
2460,2011-06-10 10:00:00,2,0,1,1,31.98,35.605,52,0.0,23,88,111
6972,2012-04-08 20:00:00,2,0,0,1,22.96,26.515,28,27.9993,65,146,211
7982,2012-06-12 23:00:00,2,0,1,3,27.06,29.545,94,15.0013,11,78,89
8648,2012-08-02 17:00:00,3,0,1,1,33.62,38.635,52,16.9979,90,775,865
1560,2011-04-10 21:00:00,2,0,0,1,18.04,21.97,88,12.998,18,77,95
9966,2012-10-19 15:00:00,4,0,1,1,26.24,30.305,65,19.9995,93,302,395
8413,2012-07-11 22:00:00,3,0,1,1,29.52,33.335,58,16.9979,41,203,244
7512,2012-05-12 09:00:00,2,0,0,1,22.14,25.76,49,0.0,87,248,335
5496,2012-01-04 03:00:00,1,0,1,1,0.82,0.76,34,19.0012,0,1,1
4752,2011-11-11 02:00:00,4,1,0,1,13.12,14.395,57,19.0012,1,10,11
10321,2012-11-15 11:00:00,4,0,1,2,13.94,16.665,61,8.9981,28,138,166
9616,2012-10-05 01:00:00,4,0,1,1,22.14,25.76,68,7.0015,3,43,46
8977,2012-08-16 10:00:00,3,0,1,1,30.34,33.335,48,8.9981,78,121,199
5314,2011-12-15 12:00:00,4,0,1,2,18.86,22.725,59,32.9975,17,140,157
2384,2011-06-07 06:00:00,2,0,1,1,24.6,28.79,78,8.9981,10,116,126
5065,2011-12-05 03:00:00,4,0,1,1,13.12,17.425,87,0.0,0,2,2
336,2011-01-15 12:00:00,1,0,0,1,9.84,11.365,48,15.0013,15,74,89
6643,2012-03-14 02:00:00,1,0,1,1,20.5,24.24,68,12.998,0,2,2
4913,2011-11-17 19:00:00,4,0,1,1,12.3,14.395,45,15.0013,7,210,217
5905,2012-02-02 06:00:00,1,0,1,3,14.76,18.94,90,0.0,1,73,74
2680,2011-06-19 14:00:00,2,0,0,3,30.34,34.09,58,7.0015,124,193,317
3540,2011-08-17 10:00:00,3,0,1,1,31.16,34.09,43,6.0032,27,91,118
10448,2012-12-01 18:00:00,4,0,0,2,13.94,18.18,76,0.0,42,255,297
8079,2012-06-17 00:00:00,2,0,0,1,22.96,26.515,56,8.9981,31,117,148
3301,2011-08-07 11:00:00,3,0,0,1,33.62,41.665,63,0.0,113,156,269
3348,2011-08-09 10:00:00,3,0,1,2,32.8,38.635,59,15.0013,55,89,144
5482,2012-01-03 13:00:00,1,0,1,1,7.38,6.06,34,43.9989,5,68,73
9477,2012-09-18 06:00:00,3,0,1,2,26.24,28.79,89,22.0028,4,163,167
7165,2012-04-16 22:00:00,2,1,0,1,27.88,31.82,51,16.9979,35,179,214
1863,2011-05-04 13:00:00,2,0,1,2,18.86,22.725,59,30.0026,15,128,143
4324,2011-10-12 05:00:00,4,0,1,2,22.14,25.76,88,22.0028,0,22,22
1429,2011-04-05 10:00:00,2,0,1,3,13.94,15.15,81,26.0027,3,25,28
9546,2012-10-02 03:00:00,4,0,1,2,22.14,25.76,88,12.998,1,4,5
492,2011-02-03 15:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,56,60
5027,2011-12-03 13:00:00,4,0,0,1,14.76,18.18,50,6.0032,70,222,292
583,2011-02-07 11:00:00,1,0,1,1,12.3,15.91,65,6.0032,11,36,47
10709,2012-12-12 15:00:00,4,0,1,2,13.94,17.425,46,7.0015,21,207,228
9385,2012-09-14 10:00:00,3,0,1,2,27.88,31.82,65,0.0,75,171,246
7400,2012-05-07 17:00:00,2,0,1,2,24.6,31.06,53,22.0028,102,667,769
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41
8808,2012-08-09 09:00:00,3,0,1,1,31.16,36.365,66,11.0014,54,299,353
8478,2012-07-14 15:00:00,3,0,0,1,32.8,37.88,55,11.0014,243,317,560
2568,2011-06-14 22:00:00,2,0,1,1,23.78,27.275,60,15.0013,29,159,188
8223,2012-07-04 00:00:00,3,1,0,1,27.88,31.82,79,6.0032,19,140,159
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3
2493,2011-06-11 19:00:00,2,0,0,1,28.7,32.575,65,12.998,97,167,264
4283,2011-10-10 12:00:00,4,1,0,2,28.7,32.575,48,6.0032,164,201,365
2802,2011-07-05 16:00:00,3,0,1,1,33.62,37.88,46,7.0015,79,202,281
5989,2012-02-05 18:00:00,1,0,0,1,12.3,14.395,52,16.9979,10,171,181
1294,2011-03-18 19:00:00,1,0,1,1,27.06,31.06,44,8.9981,58,132,190
10843,2012-12-18 05:00:00,4,0,1,1,15.58,19.695,87,6.0032,0,36,36
9181,2012-09-05 22:00:00,3,0,1,1,29.52,34.85,79,0.0,38,181,219
8788,2012-08-08 13:00:00,3,0,1,2,32.8,37.12,52,0.0,101,212,313
4858,2011-11-15 12:00:00,4,0,1,2,22.14,25.76,68,0.0,28,148,176
4904,2011-11-17 10:00:00,4,0,1,2,13.94,15.15,61,22.0028,7,74,81
4105,2011-10-03 02:00:00,4,0,1,1,14.76,18.18,76,7.0015,0,4,4
7001,2012-04-10 01:00:00,2,0,1,1,17.22,21.21,50,15.0013,0,9,9
29,2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,0,2,2
1693,2011-04-16 11:00:00,2,0,0,3,17.22,21.21,94,30.0026,4,27,31
6624,2012-03-13 07:00:00,1,0,1,2,18.86,22.725,82,19.0012,16,292,308
798,2011-02-16 17:00:00,1,0,1,1,18.86,22.725,28,19.0012,11,244,255
965,2011-03-04 16:00:00,1,0,1,1,14.76,17.425,46,12.998,17,101,118
2987,2011-07-13 09:00:00,3,0,1,1,33.62,37.12,41,12.998,23,163,186
9090,2012-09-02 03:00:00,3,0,0,1,27.06,29.545,89,6.0032,9,33,42
9800,2012-10-12 17:00:00,4,0,1,1,18.86,22.725,38,26.0027,131,706,837
9804,2012-10-12 21:00:00,4,0,1,1,16.4,20.455,54,12.998,21,169,190
4454,2011-10-17 15:00:00,4,0,1,1,22.96,26.515,60,16.9979,66,142,208
4736,2011-11-10 10:00:00,4,0,1,2,18.04,21.97,88,15.0013,17,100,117
1927,2011-05-07 05:00:00,2,0,0,1,18.86,22.725,59,8.9981,4,3,7
6551,2012-03-10 05:00:00,1,0,0,1,9.02,10.605,42,19.0012,3,7,10
3530,2011-08-17 00:00:00,3,0,1,1,27.06,31.06,69,6.0032,8,16,24
10387,2012-11-18 05:00:00,4,0,0,1,11.48,14.395,81,8.9981,5,7,12
5729,2012-01-13 21:00:00,1,0,1,1,9.84,10.605,41,19.0012,7,95,102
678,2011-02-11 14:00:00,1,0,1,1,12.3,14.395,26,16.9979,17,67,84
7498,2012-05-11 19:00:00,2,0,1,1,26.24,30.305,23,16.9979,73,430,503
4888,2011-11-16 18:00:00,4,0,1,3,18.86,22.725,88,26.0027,13,176,189
8174,2012-07-01 23:00:00,3,0,0,3,31.98,35.605,52,11.0014,22,88,110
1218,2011-03-15 13:00:00,1,0,1,2,14.76,16.665,57,19.0012,23,74,97
1971,2011-05-09 01:00:00,2,0,1,1,18.04,21.97,88,0.0,25,8,33
811,2011-02-17 06:00:00,1,0,1,1,12.3,15.15,70,8.9981,3,44,47
556,2011-02-06 08:00:00,1,0,0,1,9.84,12.88,65,7.0015,2,21,23
5484,2012-01-03 15:00:00,1,0,1,1,6.56,6.06,37,27.9993,9,68,77
5671,2012-01-11 11:00:00,1,0,1,2,10.66,14.395,87,6.0032,9,90,99
393,2011-01-17 21:00:00,1,1,0,3,6.56,7.575,80,12.998,3,24,27
7381,2012-05-06 22:00:00,2,0,0,1,22.96,26.515,73,11.0014,44,113,157
9102,2012-09-02 15:00:00,3,0,0,3,30.34,35.605,74,8.9981,179,176,355
10674,2012-12-11 04:00:00,4,0,1,2,13.94,15.91,76,19.0012,0,8,8
6620,2012-03-13 03:00:00,1,0,1,3,21.32,25.0,72,19.9995,0,2,2
3558,2011-08-18 04:00:00,3,0,1,1,26.24,30.305,73,15.0013,0,9,9
7848,2012-06-07 09:00:00,2,0,1,1,23.78,27.275,68,0.0,37,300,337
1646,2011-04-14 12:00:00,2,0,1,1,22.14,25.76,42,8.9981,35,110,145
7623,2012-05-17 00:00:00,2,0,1,1,24.6,28.79,78,8.9981,30,49,79
247,2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,4,72,76
17,2011-01-01 17:00:00,1,0,0,2,18.04,21.97,82,19.0012,15,52,67
8462,2012-07-13 23:00:00,3,0,1,2,29.52,32.575,45,8.9981,37,175,212
2788,2011-07-05 02:00:00,3,0,1,1,27.06,31.06,74,6.0032,8,5,13
10405,2012-11-18 23:00:00,4,0,0,1,14.76,17.425,66,15.0013,6,53,59
1973,2011-05-09 03:00:00,2,0,1,1,18.86,22.725,82,6.0032,0,7,7
910,2011-03-02 09:00:00,1,0,1,1,11.48,12.88,56,19.9995,7,141,148
7566,2012-05-14 15:00:00,2,0,1,2,25.42,29.545,73,11.0014,40,156,196
47,2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,5,5
2390,2011-06-07 12:00:00,2,0,1,2,32.8,36.365,46,19.0012,42,141,183
9092,2012-09-02 05:00:00,3,0,0,1,27.06,29.545,89,0.0,2,10,12
7246,2012-05-01 07:00:00,2,0,1,2,20.5,24.24,94,16.9979,8,161,169
10576,2012-12-07 02:00:00,4,0,1,2,10.66,13.635,70,8.9981,0,11,11
9973,2012-10-19 22:00:00,4,0,1,1,20.5,24.24,77,6.0032,14,176,190
10368,2012-11-17 10:00:00,4,0,0,1,14.76,16.665,46,16.9979,62,258,320
6493,2012-03-07 19:00:00,1,0,1,1,22.14,25.76,42,23.9994,16,345,361
2164,2011-05-17 02:00:00,2,0,1,3,22.96,26.515,88,0.0,4,4,8
6716,2012-03-17 03:00:00,1,0,0,2,18.04,21.97,88,0.0,2,24,26
9307,2012-09-11 04:00:00,3,0,1,1,19.68,23.485,72,7.0015,1,8,9
4704,2011-11-09 02:00:00,4,0,1,1,13.12,17.425,93,0.0,0,5,5
6150,2012-02-12 12:00:00,1,0,0,1,5.74,3.79,39,43.0006,7,133,140
332,2011-01-15 08:00:00,1,0,0,1,5.74,7.575,63,8.9981,1,22,23
5716,2012-01-13 08:00:00,1,0,1,1,9.84,10.605,52,23.9994,11,408,419
2957,2011-07-12 03:00:00,3,0,1,2,28.7,33.335,79,0.0,2,6,8
5398,2011-12-19 00:00:00,4,0,1,1,8.2,11.365,75,6.0032,3,14,17
5815,2012-01-17 12:00:00,1,0,1,2,13.12,15.15,87,19.0012,3,83,86
8117,2012-06-18 14:00:00,2,0,1,2,23.78,27.275,68,12.998,59,160,219
5879,2012-02-01 04:00:00,1,0,1,1,16.4,20.455,50,11.0014,0,1,1
2456,2011-06-10 06:00:00,2,0,1,1,27.06,30.305,78,6.0032,10,94,104
2948,2011-07-11 18:00:00,3,0,1,1,35.26,41.665,53,26.0027,57,415,472
5176,2011-12-09 18:00:00,4,0,1,1,13.94,18.18,61,0.0,10,308,318
9903,2012-10-17 00:00:00,4,0,1,1,15.58,19.695,76,0.0,1,48,49
1947,2011-05-08 01:00:00,2,0,0,2,21.32,25.0,55,0.0,8,56,64
8384,2012-07-10 17:00:00,3,0,1,1,31.98,35.605,49,12.998,103,769,872
544,2011-02-05 20:00:00,1,0,0,1,12.3,14.395,87,16.9979,5,64,69
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39
8411,2012-07-11 20:00:00,3,0,1,1,30.34,33.335,51,11.0014,73,410,483
9184,2012-09-06 01:00:00,3,0,1,2,28.7,33.335,84,0.0,2,16,18
6507,2012-03-08 09:00:00,1,0,1,1,18.86,22.725,72,31.0009,19,282,301
997,2011-03-06 00:00:00,1,0,0,2,17.22,21.21,77,23.9994,11,41,52
4107,2011-10-03 04:00:00,4,0,1,1,13.94,17.425,87,7.0015,2,6,8
9832,2012-10-14 01:00:00,4,0,0,1,17.22,21.21,77,19.0012,16,96,112
1700,2011-04-16 18:00:00,2,0,0,2,20.5,24.24,94,26.0027,6,32,38
9983,2012-11-01 08:00:00,4,0,1,2,14.76,18.94,56,7.0015,12,668,680
890,2011-03-01 13:00:00,1,0,1,1,13.12,17.425,39,0.0,13,65,78
9296,2012-09-10 17:00:00,3,0,1,1,27.06,31.06,34,22.0028,127,744,871
7380,2012-05-06 21:00:00,2,0,0,1,22.96,26.515,73,12.998,55,148,203
4187,2011-10-06 12:00:00,4,0,1,1,22.96,26.515,49,6.0032,46,180,226
10019,2012-11-02 20:00:00,4,0,1,2,14.76,16.665,46,27.9993,14,207,221
876,2011-02-19 23:00:00,1,0,0,1,11.48,12.12,33,30.0026,4,25,29
1699,2011-04-16 17:00:00,2,0,0,3,20.5,24.24,88,39.0007,1,14,15
2334,2011-06-05 04:00:00,2,0,0,2,25.42,30.305,65,11.0014,4,8,12
4798,2011-11-13 00:00:00,4,0,0,2,16.4,20.455,58,12.998,12,61,73
1420,2011-04-05 01:00:00,2,0,1,3,25.42,31.06,57,27.9993,10,5,15
6365,2012-03-02 11:00:00,1,0,1,1,15.58,19.695,46,12.998,40,154,194
7142,2012-04-15 23:00:00,2,0,0,1,27.06,31.06,50,26.0027,25,65,90
3155,2011-08-01 09:00:00,3,0,1,1,33.62,37.12,41,0.0,27,139,166
2344,2011-06-05 14:00:00,2,0,0,1,28.7,32.575,58,11.0014,161,224,385
524,2011-02-05 00:00:00,1,0,0,2,9.84,12.12,70,11.0014,3,36,39
8824,2012-08-10 01:00:00,3,0,1,1,28.7,32.575,65,7.0015,6,35,41
3683,2011-09-04 09:00:00,3,0,0,1,27.06,30.305,78,11.0014,87,102,189
1205,2011-03-14 23:00:00,1,0,1,1,13.12,17.425,53,0.0,2,17,19
565,2011-02-06 17:00:00,1,0,0,1,13.94,18.18,46,0.0,24,97,121
7970,2012-06-12 11:00:00,2,0,1,3,27.06,30.305,83,23.9994,8,57,65
4517,2011-11-01 07:00:00,4,0,1,1,13.94,16.665,76,12.998,8,246,254
5493,2012-01-04 00:00:00,1,0,1,1,3.28,3.03,42,22.0028,0,9,9
6018,2012-02-07 00:00:00,1,0,1,1,12.3,14.395,70,12.998,1,22,23
7255,2012-05-01 16:00:00,2,0,1,1,30.34,33.335,45,12.998,41,313,354
7755,2012-06-03 12:00:00,2,0,0,1,27.06,31.06,39,19.9995,276,408,684
4743,2011-11-10 17:00:00,4,0,1,3,14.76,17.425,81,15.0013,9,168,177
6210,2012-02-15 00:00:00,1,0,1,1,13.12,17.425,57,0.0,0,22,22
3395,2011-08-11 09:00:00,3,0,1,1,29.52,32.575,39,15.0013,31,166,197
4939,2011-11-18 21:00:00,4,0,1,1,11.48,13.635,48,11.0014,3,108,111
9199,2012-09-06 16:00:00,3,0,1,1,30.34,34.85,70,15.0013,42,374,416
8601,2012-07-19 18:00:00,3,0,1,1,35.26,39.395,41,12.998,93,684,777
9561,2012-10-02 18:00:00,4,0,1,3,25.42,27.275,94,6.0032,48,639,687
5929,2012-02-03 06:00:00,1,0,1,1,9.84,12.12,65,11.0014,0,88,88
5647,2012-01-10 11:00:00,1,0,1,1,17.22,21.21,38,19.9995,8,93,101
1454,2011-04-06 11:00:00,2,0,1,1,17.22,21.21,38,26.0027,23,70,93
2205,2011-05-18 19:00:00,2,0,1,3,22.96,26.515,88,8.9981,43,288,331
49,2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0,1,1
615,2011-02-08 19:00:00,1,0,1,1,6.56,6.06,40,31.0009,1,100,101
7558,2012-05-14 07:00:00,2,0,1,3,21.32,25.0,94,12.998,3,72,75
6239,2012-02-16 05:00:00,1,0,1,2,12.3,16.665,70,0.0,0,20,20
5865,2012-01-19 14:00:00,1,0,1,1,9.84,11.365,44,12.998,15,104,119
5324,2011-12-15 22:00:00,4,0,1,1,21.32,25.0,63,22.0028,8,116,124
1826,2011-05-03 00:00:00,2,0,1,2,22.96,26.515,83,15.0013,0,16,16
79,2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57
8368,2012-07-10 01:00:00,3,0,1,1,28.7,33.335,74,8.9981,0,15,15
2406,2011-06-08 04:00:00,2,0,1,1,25.42,28.79,83,0.0,0,6,6
7831,2012-06-06 16:00:00,2,0,1,1,26.24,31.06,41,8.9981,107,345,452
8387,2012-07-10 20:00:00,3,0,1,3,26.24,28.79,83,15.0013,9,75,84
1141,2011-03-12 05:00:00,1,0,0,1,9.02,11.365,69,12.998,0,2,2
4795,2011-11-12 21:00:00,4,0,0,1,17.22,21.21,47,19.0012,19,103,122
2512,2011-06-12 14:00:00,2,0,0,1,33.62,39.395,56,16.9979,96,219,315
7151,2012-04-16 08:00:00,2,1,0,2,22.96,26.515,83,11.0014,48,549,597
9715,2012-10-09 04:00:00,4,0,1,3,14.76,17.425,87,11.0014,1,6,7
6165,2012-02-13 03:00:00,1,0,1,1,4.92,7.575,54,7.0015,0,1,1
1286,2011-03-18 11:00:00,1,0,1,1,22.14,25.76,52,19.0012,55,104,159
4803,2011-11-13 05:00:00,4,0,0,1,13.94,16.665,61,11.0014,2,3,5
3326,2011-08-08 12:00:00,3,0,1,1,33.62,37.88,46,16.9979,48,134,182
4719,2011-11-09 17:00:00,4,0,1,1,18.86,22.725,63,7.0015,27,458,485
10710,2012-12-12 16:00:00,4,0,1,2,13.94,16.665,46,8.9981,19,310,329
7057,2012-04-12 10:00:00,2,0,1,1,16.4,20.455,50,19.9995,38,103,141
7289,2012-05-03 02:00:00,2,0,1,2,18.86,22.725,88,8.9981,4,13,17
3486,2011-08-15 04:00:00,3,0,1,1,24.6,28.03,83,8.9981,1,4,5
5328,2011-12-16 02:00:00,4,0,1,1,19.68,23.485,77,7.0015,0,23,23
6057,2012-02-08 15:00:00,1,0,1,3,12.3,15.91,61,7.0015,5,49,54
10232,2012-11-11 18:00:00,4,0,0,1,21.32,25.0,45,8.9981,102,303,405
1533,2011-04-09 18:00:00,2,0,0,2,15.58,19.695,82,7.0015,48,129,177
2016,2011-05-10 22:00:00,2,0,1,1,21.32,25.0,55,7.0015,29,121,150
4331,2011-10-12 12:00:00,4,0,1,3,22.14,25.76,88,22.0028,9,53,62
7154,2012-04-16 11:00:00,2,1,0,1,26.24,30.305,65,16.9979,115,136,251
9008,2012-08-17 17:00:00,3,0,1,1,33.62,12.12,36,22.0028,144,647,791
4493,2011-10-19 07:00:00,4,0,1,3,21.32,25.0,77,16.9979,1,67,68
2079,2011-05-13 13:00:00,2,0,1,2,21.32,25.0,88,26.0027,69,157,226
4802,2011-11-13 04:00:00,4,0,0,2,14.76,17.425,62,8.9981,1,5,6
4368,2011-10-14 01:00:00,4,0,1,1,23.78,27.275,94,8.9981,8,16,24
3436,2011-08-13 02:00:00,3,0,0,1,27.88,31.82,57,0.0,16,58,74
6953,2012-04-08 01:00:00,2,0,0,1,18.04,21.97,24,15.0013,14,50,64
6377,2012-03-02 23:00:00,1,0,1,2,14.76,18.94,87,0.0,4,19,23
6289,2012-02-18 07:00:00,1,0,0,1,9.84,14.395,70,0.0,8,33,41
3457,2011-08-13 23:00:00,3,0,0,2,27.06,30.305,83,22.0028,25,95,120
6346,2012-03-01 16:00:00,1,0,1,1,23.78,27.275,32,19.9995,38,323,361
4889,2011-11-16 19:00:00,4,0,1,3,18.86,22.725,88,26.0027,3,108,111
6664,2012-03-14 23:00:00,1,0,1,1,22.96,26.515,43,11.0014,19,72,91
3271,2011-08-06 05:00:00,3,0,0,1,26.24,28.79,89,6.0032,2,4,6
6287,2012-02-18 05:00:00,1,0,0,1,9.84,12.88,70,6.0032,0,1,1
10467,2012-12-02 13:00:00,4,0,0,1,16.4,20.455,71,15.0013,84,347,431
4558,2011-11-03 00:00:00,4,0,1,1,14.76,18.18,76,6.0032,3,28,31
2607,2011-06-16 13:00:00,2,0,1,2,29.52,33.335,54,16.9979,37,114,151
39,2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76
4150,2011-10-04 23:00:00,4,0,1,1,19.68,23.485,77,8.9981,6,60,66
2266,2011-06-02 08:00:00,2,0,1,1,28.7,31.82,32,19.9995,25,442,467
10295,2012-11-14 09:00:00,4,0,1,1,12.3,13.635,52,26.0027,22,310,332
5172,2011-12-09 14:00:00,4,0,1,1,15.58,19.695,46,19.0012,24,163,187
1268,2011-03-17 16:00:00,1,0,1,1,20.5,24.24,48,19.0012,34,108,142
10216,2012-11-11 02:00:00,4,0,0,1,13.12,16.665,87,7.0015,12,58,70
1238,2011-03-16 10:00:00,1,0,1,2,14.76,17.425,81,11.0014,19,49,68
9584,2012-10-03 17:00:00,4,0,1,1,28.7,32.575,65,0.0,84,833,917
3551,2011-08-17 21:00:00,3,0,1,1,29.52,34.09,62,15.0013,38,192,230
10451,2012-12-01 21:00:00,4,0,0,2,12.3,16.665,87,0.0,23,135,158
4828,2011-11-14 06:00:00,4,0,1,2,18.04,21.97,72,15.0013,10,104,114
6628,2012-03-13 11:00:00,1,0,1,1,22.14,25.76,73,19.0012,64,155,219
2069,2011-05-13 03:00:00,2,0,1,2,20.5,24.24,88,8.9981,2,2,4
2712,2011-07-01 22:00:00,3,0,1,1,28.7,31.82,42,0.0,49,173,222
394,2011-01-17 22:00:00,1,1,0,3,5.74,6.06,93,16.9979,0,13,13
5931,2012-02-03 08:00:00,1,0,1,1,9.84,11.365,65,15.0013,12,429,441
2730,2011-07-02 16:00:00,3,0,0,1,36.08,37.12,22,15.0013,206,192,398
3353,2011-08-09 15:00:00,3,0,1,1,35.26,38.635,39,19.0012,58,106,164
6813,2012-04-02 05:00:00,2,0,1,1,16.4,20.455,76,32.9975,2,22,24
6198,2012-02-14 12:00:00,1,0,1,2,12.3,14.395,52,15.0013,10,162,172
6606,2012-03-12 13:00:00,1,0,1,2,22.14,25.76,32,16.9979,74,176,250
899,2011-03-01 22:00:00,1,0,1,1,9.84,13.635,62,7.0015,3,44,47
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2
3613,2011-09-01 11:00:00,3,0,1,1,29.52,33.335,51,8.9981,51,141,192
8008,2012-06-14 01:00:00,2,0,1,1,24.6,31.06,56,15.0013,4,17,21
9213,2012-09-07 06:00:00,3,0,1,1,25.42,28.03,88,7.0015,5,135,140
8212,2012-07-03 13:00:00,3,0,1,1,36.9,38.635,25,8.9981,80,203,283
4238,2011-10-08 15:00:00,4,0,0,1,27.06,31.06,39,0.0,262,234,496
4171,2011-10-05 20:00:00,4,0,1,1,21.32,25.0,77,11.0014,18,228,246
6042,2012-02-08 00:00:00,1,0,1,1,12.3,14.395,56,15.0013,2,21,23
4371,2011-10-14 04:00:00,4,0,1,1,22.96,26.515,94,12.998,0,8,8
1479,2011-04-07 12:00:00,2,0,1,2,18.86,22.725,55,0.0,39,114,153
344,2011-01-15 20:00:00,1,0,0,2,13.12,15.15,39,16.9979,6,35,41
6677,2012-03-15 12:00:00,1,0,1,2,25.42,31.06,50,8.9981,59,206,265
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,48,48
8952,2012-08-15 09:00:00,3,0,1,2,29.52,34.09,62,12.998,57,310,367
4344,2011-10-13 01:00:00,4,0,1,2,22.14,25.76,94,0.0,3,9,12
7228,2012-04-19 13:00:00,2,0,1,1,22.96,26.515,46,0.0,52,186,238
549,2011-02-06 01:00:00,1,0,0,1,10.66,11.365,65,27.9993,4,40,44
6885,2012-04-05 05:00:00,2,0,1,1,15.58,19.695,43,19.0012,1,28,29
7258,2012-05-01 19:00:00,2,0,1,1,28.7,32.575,54,8.9981,58,429,487
10029,2012-11-03 06:00:00,4,0,0,2,13.12,15.91,49,12.998,4,17,21
4711,2011-11-09 09:00:00,4,0,1,1,13.94,18.18,93,0.0,22,197,219
7946,2012-06-11 11:00:00,2,0,1,2,31.16,34.09,48,15.0013,59,143,202
4590,2011-11-04 08:00:00,4,0,1,2,16.4,20.455,87,23.9994,8,387,395
3576,2011-08-18 22:00:00,3,0,1,2,28.7,33.335,74,7.0015,18,117,135
2748,2011-07-03 10:00:00,3,0,0,1,30.34,34.85,66,11.0014,131,133,264
2340,2011-06-05 10:00:00,2,0,0,2,25.42,29.545,73,6.0032,83,168,251
7694,2012-05-19 23:00:00,2,0,0,1,24.6,31.06,56,11.0014,71,168,239
1717,2011-04-17 11:00:00,2,0,0,1,18.86,22.725,41,27.9993,119,185,304
3300,2011-08-07 10:00:00,3,0,0,1,32.8,40.15,66,8.9981,88,178,266
7757,2012-06-03 14:00:00,2,0,0,1,27.88,31.82,36,22.0028,267,411,678
6400,2012-03-03 22:00:00,1,0,0,1,18.04,21.97,21,8.9981,19,115,134
8483,2012-07-14 20:00:00,3,0,0,1,29.52,35.605,84,6.0032,101,255,356
10826,2012-12-17 12:00:00,4,0,1,2,16.4,20.455,87,0.0,21,211,232
2029,2011-05-11 11:00:00,2,0,1,1,22.96,26.515,64,6.0032,18,123,141
2986,2011-07-13 08:00:00,3,0,1,1,32.8,37.12,49,16.9979,31,418,449
10651,2012-12-10 05:00:00,4,0,1,2,15.58,19.695,94,7.0015,0,27,27
4463,2011-10-18 00:00:00,4,0,1,1,19.68,23.485,82,0.0,8,23,31
8840,2012-08-10 17:00:00,3,0,1,1,32.8,37.12,52,19.0012,111,619,730
3185,2011-08-02 15:00:00,3,0,1,1,36.9,38.635,25,19.0012,48,120,168
5608,2012-01-08 19:00:00,1,0,0,1,13.12,15.91,49,12.998,8,104,112
9544,2012-10-02 01:00:00,4,0,1,2,22.14,25.76,77,7.0015,0,11,11
10491,2012-12-03 13:00:00,4,0,1,1,23.78,27.275,56,6.0032,81,240,321
8022,2012-06-14 15:00:00,2,0,1,1,30.34,33.335,48,19.9995,111,213,324
8016,2012-06-14 09:00:00,2,0,1,1,25.42,30.305,61,15.0013,45,312,357
8402,2012-07-11 11:00:00,3,0,1,2,31.16,35.605,58,8.9981,56,173,229
1100,2011-03-10 11:00:00,1,0,1,3,16.4,20.455,0,16.9979,6,5,11
9943,2012-10-18 16:00:00,4,0,1,1,24.6,31.06,56,19.0012,94,356,450
2419,2011-06-08 17:00:00,2,0,1,1,37.72,42.425,35,15.0013,80,426,506
9657,2012-10-06 18:00:00,4,0,0,1,21.32,25.0,48,27.9993,183,312,495
8224,2012-07-04 01:00:00,3,1,0,1,27.88,31.82,74,0.0,27,96,123
6932,2012-04-07 04:00:00,2,0,0,1,13.12,15.91,36,11.0014,3,4,7
6910,2012-04-06 06:00:00,2,0,1,1,12.3,13.635,49,26.0027,0,80,80
10841,2012-12-18 03:00:00,4,0,1,1,17.22,21.21,88,12.998,0,5,5
1216,2011-03-15 11:00:00,1,0,1,2,13.94,15.91,57,15.0013,27,51,78
9244,2012-09-08 13:00:00,3,0,0,1,33.62,38.635,52,35.0008,233,435,668
5392,2011-12-18 18:00:00,4,0,0,1,11.48,13.635,45,12.998,15,123,138
